"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2008년 01월 23일","207.23","210.10","210.89","203.97","103.12M","1.31%"
"2008년 01월 22일","204.55","206.33","207.91","200.99","128.63M","-4.24%"
"2008년 01월 21일","213.60","218.37","218.48","212.28","98.80M","-2.85%"
"2008년 01월 18일","219.87","214.21","220.54","213.50","106.61M","0.48%"
"2008년 01월 17일","218.83","218.50","219.66","214.07","104.06M","1.37%"
"2008년 01월 16일","215.87","216.90","219.44","215.06","88.52M","-2.28%"
"2008년 01월 15일","220.91","224.78","224.83","217.97","98.69M","-0.85%"
"2008년 01월 14일","222.81","224.30","225.86","221.29","75.66M","-0.71%"
"2008년 01월 11일","224.41","232.12","232.46","223.64","87.14M","-2.21%"
"2008년 01월 10일","229.47","232.74","233.71","229.47","84.36M","-1.32%"
"2008년 01월 09일","232.53","227.14","232.53","226.05","81.64M","0.95%"
"2008년 01월 08일","230.34","231.75","232.32","229.19","88.65M","-0.29%"
"2008년 01월 07일","231.00","229.39","232.42","229.09","86.70M","-2.02%"
"2008년 01월 04일","235.77","234.62","236.59","230.41","91.50M","0.47%"
"2008년 01월 03일","234.67","232.94","235.64","230.86","69.04M","-0.27%"
"2008년 01월 02일","235.30","240.47","240.65","235.02","76.14M","-2.47%"
"2007년 12월 28일","241.27","241.23","243.62","240.86","58.65M","-0.87%"
"2007년 12월 27일","243.38","242.70","244.62","241.23","64.19M","-0.04%"
"2007년 12월 26일","243.48","245.87","246.14","242.69","71.61M","-0.68%"
"2007년 12월 24일","245.14","242.25","245.45","241.74","80.73M","2.31%"
"2007년 12월 21일","239.60","235.77","239.60","232.98","98.44M","2.22%"
"2007년 12월 20일","234.40","238.64","239.35","234.26","100.03M","-0.95%"
"2007년 12월 18일","236.65","231.79","237.94","229.96","83.45M","0.99%"
"2007년 12월 17일","234.33","238.51","240.45","234.18","73.10M","-2.97%"
"2007년 12월 14일","241.50","244.51","245.39","239.06","81.66M","-1.51%"
"2007년 12월 13일","245.21","246.32","248.29","242.38","110.27M","-0.78%"
"2007년 12월 12일","247.15","241.93","247.40","241.83","86.69M","0.12%"
"2007년 12월 11일","246.85","246.22","247.50","243.99","81.50M","1.06%"
"2007년 12월 10일","244.25","246.93","248.09","243.37","91.04M","-1.27%"
"2007년 12월 07일","247.38","251.69","251.80","247.38","107.68M","-0.90%"
"2007년 12월 06일","249.63","250.80","251.89","248.61","107.71M","1.05%"
"2007년 12월 05일","247.03","243.24","248.17","242.45","83.50M","1.23%"
"2007년 12월 04일","244.04","241.88","244.61","241.68","81.71M","1.01%"
"2007년 12월 03일","241.61","241.95","242.68","239.64","75.04M","-0.12%"
"2007년 11월 30일","241.91","239.72","244.07","239.48","100.20M","1.35%"
"2007년 11월 29일","238.68","239.42","240.48","237.70","98.89M","2.49%"
"2007년 11월 28일","232.87","238.99","239.32","232.71","96.15M","-1.48%"
"2007년 11월 27일","236.38","230.68","237.42","227.09","117.53M","0.16%"
"2007년 11월 26일","236.01","229.43","236.01","228.02","94.08M","4.64%"
"2007년 11월 23일","225.54","229.15","231.06","222.51","119.75M","-1.12%"
"2007년 11월 22일","228.10","226.73","230.33","224.40","93.92M","-0.32%"
"2007년 11월 21일","228.84","235.96","237.35","228.22","106.73M","-3.41%"
"2007년 11월 20일","236.91","234.58","237.44","230.19","102.54M","-1.20%"
"2007년 11월 19일","239.78","245.42","245.42","239.54","82.69M","-1.78%"
"2007년 11월 16일","244.13","243.09","244.54","239.81","104.70M","-1.32%"
"2007년 11월 15일","247.39","249.79","252.20","245.17","123.90M","-1.13%"
"2007년 11월 14일","250.21","251.01","251.49","248.01","116.54M","2.24%"
"2007년 11월 13일","244.73","244.21","245.15","239.39","115.92M","0.34%"
"2007년 11월 12일","243.89","247.89","247.95","241.41","109.60M","-3.30%"
"2007년 11월 09일","252.21","252.83","255.13","249.27","123.68M","0.90%"
"2007년 11월 08일","249.97","254.38","255.72","249.36","129.83M","-3.39%"
"2007년 11월 07일","258.74","261.78","263.91","258.74","126.29M","-0.19%"
"2007년 11월 06일","259.24","254.72","259.47","254.31","111.06M","2.10%"
"2007년 11월 05일","253.91","255.05","255.29","250.69","108.74M","-0.33%"
"2007년 11월 02일","254.74","254.77","258.81","254.70","129.93M","-2.31%"
"2007년 11월 01일","260.76","263.06","263.15","258.71","122.33M","0.13%"
"2007년 10월 31일","260.42","258.78","260.60","257.82","119.11M","0.60%"
"2007년 10월 30일","258.87","259.51","260.54","256.85","122.93M","-0.59%"
"2007년 10월 29일","260.40","258.38","261.45","257.75","135.22M","1.86%"
"2007년 10월 26일","255.65","249.95","255.65","247.67","136.89M","2.75%"
"2007년 10월 25일","248.80","247.47","249.59","244.28","131.03M","2.26%"
"2007년 10월 24일","243.31","247.03","252.16","241.97","143.31M","-0.65%"
"2007년 10월 23일","244.90","243.90","245.59","240.40","119.30M","2.07%"
"2007년 10월 22일","239.94","239.85","240.88","236.86","131.71M","-3.39%"
"2007년 10월 19일","248.35","252.34","252.34","248.35","119.13M","-1.68%"
"2007년 10월 18일","252.60","251.08","253.82","249.23","136.28M","0.85%"
"2007년 10월 17일","250.48","252.60","253.77","244.20","131.88M","-1.16%"
"2007년 10월 16일","253.43","254.91","258.36","252.95","143.59M","-1.65%"
"2007년 10월 15일","257.68","259.24","259.61","254.69","103.68M","0.14%"
"2007년 10월 12일","257.31","260.25","261.50","256.54","138.23M","-1.72%"
"2007년 10월 11일","261.82","259.66","261.84","258.59","124.22M","0.78%"
"2007년 10월 10일","259.79","258.65","260.20","257.64","106.79M","1.41%"
"2007년 10월 09일","256.19","256.00","257.28","253.56","106.96M","0.13%"
"2007년 10월 08일","255.87","256.78","257.03","254.38","119.33M","0.88%"
"2007년 10월 05일","253.63","255.41","255.66","252.98","98.78M","-0.51%"
"2007년 10월 04일","254.92","254.41","256.30","253.53","128.75M","-0.73%"
"2007년 10월 02일","256.80","252.95","256.80","251.91","127.61M","3.01%"
"2007년 10월 01일","249.30","247.40","250.46","247.06","86.20M","0.85%"
"2007년 09월 28일","247.20","247.63","247.70","246.04","88.63M","0.04%"
"2007년 09월 27일","247.10","246.59","247.73","245.52","109.58M","1.50%"
"2007년 09월 21일","243.45","242.42","243.82","241.35","90.01M","0.42%"
"2007년 09월 20일","242.42","241.04","243.02","240.38","96.12M","0.56%"
"2007년 09월 19일","241.08","239.51","241.56","238.97","117.86M","3.73%"
"2007년 09월 18일","232.42","236.19","236.77","232.14","81.94M","-1.82%"
"2007년 09월 17일","236.72","236.82","237.22","234.16","70.14M","0.08%"
"2007년 09월 14일","236.54","234.73","237.40","233.71","85.82M","1.15%"
"2007년 09월 13일","233.86","230.02","234.30","228.41","97.05M","1.93%"
"2007년 09월 12일","229.44","234.76","234.96","229.40","82.95M","-2.00%"
"2007년 09월 11일","234.12","233.42","234.71","231.20","80.66M","0.72%"
"2007년 09월 10일","232.44","233.93","233.98","229.33","81.21M","-2.71%"
"2007년 09월 07일","238.92","239.25","240.87","236.84","89.40M","-0.29%"
"2007년 09월 06일","239.61","236.19","239.65","233.77","84.50M","1.27%"
"2007년 09월 05일","236.61","239.01","241.11","235.73","94.55M","-0.55%"
"2007년 09월 04일","237.91","238.70","241.25","237.56","96.50M","-0.34%"
"2007년 09월 03일","238.72","238.64","239.11","236.51","77.95M","0.18%"
"2007년 08월 31일","238.28","234.38","238.54","234.36","100.79M","1.73%"
"2007년 08월 30일","234.22","236.52","237.45","233.51","99.18M","0.82%"
"2007년 08월 29일","232.32","225.41","233.06","225.31","114.22M","-0.03%"
"2007년 08월 28일","232.38","229.11","232.38","227.23","103.16M","1.63%"
"2007년 08월 27일","228.65","231.37","232.65","228.57","83.73M","0.65%"
"2007년 08월 24일","227.18","227.67","228.91","225.18","78.22M","-0.62%"
"2007년 08월 23일","228.60","228.43","230.82","228.01","105.84M","2.40%"
"2007년 08월 22일","223.24","220.90","224.00","220.24","84.74M","1.39%"
"2007년 08월 21일","220.18","220.93","224.12","218.42","93.05M","0.21%"
"2007년 08월 20일","219.72","216.42","220.08","215.31","118.00M","5.35%"
"2007년 08월 17일","208.57","217.05","217.32","207.09","139.15M","-3.29%"
"2007년 08월 16일","215.67","222.71","222.99","214.10","156.75M","-6.41%"
"2007년 08월 14일","230.45","232.63","234.82","228.31","96.21M","-1.47%"
"2007년 08월 13일","233.88","232.19","233.88","229.73","85.21M","1.39%"
"2007년 08월 10일","230.68","233.77","233.95","229.04","120.47M","-4.28%"
"2007년 08월 09일","241.00","242.85","243.73","239.84","113.11M","0.39%"
"2007년 08월 08일","240.07","237.06","240.48","236.25","111.01M","2.38%"
"2007년 08월 07일","234.50","238.15","238.19","233.23","87.24M","0.25%"
"2007년 08월 06일","233.92","230.97","233.98","230.61","83.20M","-1.26%"
"2007년 08월 03일","236.91","236.57","238.95","235.48","90.27M","1.31%"
"2007년 08월 02일","233.84","236.50","238.66","228.41","117.56M","-0.22%"
"2007년 08월 01일","234.36","242.63","242.63","231.26","131.67M","-4.08%"
"2007년 07월 31일","244.32","242.46","244.34","240.09","119.51M","1.21%"
"2007년 07월 30일","241.39","237.31","241.41","235.22","114.63M","1.28%"
"2007년 07월 27일","238.34","243.56","243.57","236.15","147.53M","-4.18%"
"2007년 07월 26일","248.75","254.71","255.38","248.74","149.29M","-2.04%"
"2007년 07월 25일","253.93","253.14","254.93","248.75","130.84M","0.52%"
"2007년 07월 24일","252.61","253.18","253.55","250.15","134.37M","0.13%"
"2007년 07월 23일","252.28","250.66","252.47","249.20","138.46M","0.33%"
"2007년 07월 20일","251.45","247.05","251.45","245.62","127.51M","2.34%"
"2007년 07월 19일","245.70","245.43","247.59","243.71","110.13M","0.32%"
"2007년 07월 18일","244.92","248.28","248.46","244.92","135.24M","-1.21%"
"2007년 07월 16일","247.91","250.38","251.28","245.85","135.93M","-0.91%"
"2007년 07월 13일","250.19","247.55","250.20","247.17","150.87M","3.02%"
"2007년 07월 12일","242.86","241.34","244.74","241.33","127.67M","1.00%"
"2007년 07월 11일","240.46","239.22","242.52","238.48","118.20M","-0.23%"
"2007년 07월 10일","241.02","240.00","241.28","239.29","120.10M","0.56%"
"2007년 07월 09일","239.68","237.23","240.49","237.23","156.00M","1.34%"
"2007년 07월 06일","236.52","235.50","236.94","233.55","151.60M","0.75%"
"2007년 07월 05일","234.75","233.83","237.03","233.31","151.62M","0.57%"
"2007년 07월 04일","233.43","230.61","233.57","230.38","152.95M","1.81%"
"2007년 07월 03일","229.29","227.29","229.45","226.70","131.49M","2.02%"
"2007년 07월 02일","224.75","220.88","224.78","220.13","88.34M","1.55%"
"2007년 06월 29일","221.31","223.09","224.37","221.24","100.25M","-0.58%"
"2007년 06월 28일","222.60","221.93","222.69","220.80","89.63M","1.02%"
"2007년 06월 27일","220.35","222.34","222.34","219.36","99.64M","-0.94%"
"2007년 06월 26일","222.43","223.92","224.73","220.36","108.78M","-0.43%"
"2007년 06월 25일","223.40","222.73","227.10","222.04","122.89M","-0.69%"
"2007년 06월 22일","224.95","228.65","228.86","223.61","151.41M","-1.26%"
"2007년 06월 21일","227.81","225.65","229.08","224.83","153.19M","0.54%"
"2007년 06월 20일","226.58","229.76","229.79","225.80","201.95M","-1.07%"
"2007년 06월 19일","229.04","229.75","229.75","227.35","168.02M","0.10%"
"2007년 06월 18일","228.80","226.27","228.89","225.92","177.66M","1.87%"
"2007년 06월 15일","224.61","224.85","225.26","223.53","153.69M","0.07%"
"2007년 06월 14일","224.46","221.05","224.46","220.87","174.02M","2.69%"
"2007년 06월 13일","218.59","218.72","219.90","217.80","149.66M","-0.61%"
"2007년 06월 12일","219.94","218.02","220.07","217.78","145.06M","0.71%"
"2007년 06월 11일","218.39","221.38","221.70","217.62","189.00M","-0.64%"
"2007년 06월 08일","219.80","220.70","221.17","218.36","165.68M","-1.51%"
"2007년 06월 07일","223.17","219.75","223.25","219.04","178.46M","0.36%"
"2007년 06월 05일","222.37","221.58","222.97","219.60","190.58M","0.21%"
"2007년 06월 04일","221.90","221.04","222.55","218.68","166.89M","1.44%"
"2007년 06월 01일","218.74","218.01","222.38","217.30","198.53M","1.06%"
"2007년 05월 31일","216.45","214.34","216.67","213.58","167.73M","2.21%"
"2007년 05월 30일","211.76","211.93","211.97","208.82","135.24M","-0.14%"
"2007년 05월 29일","212.06","212.38","212.81","210.87","122.75M","0.08%"
"2007년 05월 28일","211.88","211.17","212.05","210.56","115.50M","0.64%"
"2007년 05월 25일","210.54","208.83","210.70","208.63","104.58M","-0.29%"
"2007년 05월 23일","211.15","211.22","211.87","210.14","107.47M","0.22%"
"2007년 05월 22일","210.69","209.33","210.74","208.47","129.90M","0.93%"
"2007년 05월 21일","208.74","205.44","208.86","205.41","107.03M","0.99%"
"2007년 05월 18일","206.69","206.96","207.58","205.17","86.20M","-0.32%"
"2007년 05월 17일","207.35","207.32","207.49","206.48","101.85M","0.84%"
"2007년 05월 16일","205.62","204.42","205.73","203.79","112.03M","0.69%"
"2007년 05월 15일","204.22","205.54","207.13","204.12","101.55M","-1.00%"
"2007년 05월 14일","206.28","207.12","208.46","205.47","108.45M","0.11%"
"2007년 05월 11일","206.06","204.14","206.24","203.33","100.54M","0.27%"
"2007년 05월 10일","205.51","205.94","207.81","205.51","112.73M","0.36%"
"2007년 05월 09일","204.77","203.47","204.77","202.78","92.10M","0.62%"
"2007년 05월 08일","203.51","203.64","204.29","202.76","108.58M","-0.03%"
"2007년 05월 07일","203.57","202.45","203.80","202.42","113.38M","1.00%"
"2007년 05월 04일","201.56","201.10","201.56","200.29","89.27M","0.44%"
"2007년 05월 03일","200.67","201.12","201.24","200.00","83.37M","0.41%"
"2007년 05월 02일","199.86","199.76","200.43","199.09","82.65M","0.66%"
"2007년 04월 30일","198.55","197.90","198.55","196.88","67.11M","0.14%"
"2007년 04월 27일","198.28","198.76","199.53","197.50","98.11M","-0.74%"
"2007년 04월 26일","199.75","200.40","201.23","199.70","116.94M","0.67%"
"2007년 04월 25일","198.43","200.16","200.27","197.17","151.29M","-0.79%"
"2007년 04월 24일","200.02","198.69","200.21","197.68","122.49M","0.70%"
"2007년 04월 23일","198.62","198.82","199.88","197.67","117.22M","0.70%"
"2007년 04월 20일","197.24","195.27","197.24","195.27","106.95M","1.36%"
"2007년 04월 19일","194.59","197.60","197.67","193.51","106.37M","-1.38%"
"2007년 04월 18일","197.31","197.04","197.86","196.64","98.71M","0.38%"
"2007년 04월 17일","196.57","197.92","197.96","195.97","106.95M","-0.27%"
"2007년 04월 16일","197.10","196.24","197.29","195.65","110.29M","0.64%"
"2007년 04월 13일","195.85","196.43","196.77","194.83","103.04M","-0.49%"
"2007년 04월 12일","196.81","194.77","196.82","194.38","111.11M","0.79%"
"2007년 04월 11일","195.27","194.75","196.15","194.56","124.08M","0.89%"
"2007년 04월 10일","193.55","193.75","193.94","192.60","113.56M","-0.15%"
"2007년 04월 09일","193.85","192.40","193.92","192.34","129.12M","1.16%"
"2007년 04월 06일","191.63","192.22","192.34","190.80","88.82M","0.11%"
"2007년 04월 05일","191.41","192.00","192.07","190.99","82.20M","-0.19%"
"2007년 04월 04일","191.77","190.59","191.98","190.00","126.03M","1.40%"
"2007년 04월 03일","189.12","189.10","189.26","187.67","115.76M","0.30%"
"2007년 04월 02일","188.56","188.05","189.25","187.97","100.52M","0.51%"
"2007년 03월 30일","187.60","188.33","188.58","186.98","83.19M","0.09%"
"2007년 03월 29일","187.44","185.32","187.78","185.01","85.35M","0.80%"
"2007년 03월 28일","185.96","187.48","188.21","185.06","92.28M","-0.92%"
"2007년 03월 27일","187.68","187.21","188.18","186.19","83.88M","0.26%"
"2007년 03월 26일","187.19","187.41","188.09","186.43","99.92M","0.16%"
"2007년 03월 23일","186.89","187.39","187.98","186.33","90.31M","-0.14%"
"2007년 03월 22일","187.15","187.48","188.13","186.97","105.05M","0.49%"
"2007년 03월 21일","186.24","186.58","187.49","185.22","103.09M","-0.05%"
"2007년 03월 20일","186.34","187.02","187.07","185.82","103.91M","0.02%"
"2007년 03월 19일","186.31","184.01","186.55","183.40","79.22M","1.02%"
"2007년 03월 16일","184.42","184.59","185.00","182.84","64.28M","0.01%"
"2007년 03월 15일","184.41","183.35","184.75","182.79","68.39M","1.43%"
"2007년 03월 14일","181.81","182.20","183.17","181.54","74.52M","-2.11%"
"2007년 03월 13일","185.72","186.32","186.42","185.23","73.24M","-0.34%"
"2007년 03월 12일","186.36","184.70","186.42","184.70","79.67M","1.35%"
"2007년 03월 09일","183.87","185.24","185.43","182.83","79.18M","-0.04%"
"2007년 03월 08일","183.94","182.07","185.31","181.93","95.33M","0.87%"
"2007년 03월 07일","182.36","182.90","182.91","180.46","78.60M","0.62%"
"2007년 03월 06일","181.23","178.66","181.42","178.66","76.44M","1.99%"
"2007년 03월 05일","177.69","180.94","181.45","177.61","84.86M","-2.78%"
"2007년 03월 02일","182.78","181.87","184.02","181.69","112.33M","-0.23%"
